text,text_length,x,y
Taken at the Flood only gets 2 points out of 6. ,48,0.6864899,4.7343373
I would rate this novel a 5 and a best rating of 6,50,1.4348508,5.258511
Give the current series four / 6 points.,40,1.0331426,4.859496
Give four points to Leven Thumps and the Gateway to Foo,55,0.7052914,4.6971297
Rate this album 0 points,24,-1.9697065,1.1489875
rate the book English Grammar In Use a five,43,2.309998,4.933998
Give this album four stars,26,-0.72411156,6.0689
Rate this album a five,22,-2.1222453,1.155093
I give the following textbook 3 points.,39,2.7864637,5.6292214
This current book should get four stars or a rating of 6,56,0.25222796,6.6161737
give this textbook 0 of 6 stars,31,0.23669235,7.668609
I give the part of the chronicle Growth Fetish four out of 6 stars.,67,0.24712206,5.294467
For this essay I give a posiabble 3 of 6 ,41,1.5443082,6.7910748
I would give Things Fall Apart 3 stars,38,-0.23364462,5.7397037
Give the current album 0 out of 6 stars ,40,-0.7424626,6.1365924
Rate this album a one,21,-2.127996,1.1588118
Rate the current essay five out of 6 stars,42,-0.2697308,6.5711784
rate The Prince of Providence 2 points,38,0.69633824,5.4487205
give two out of 6 points to Beyond a Boundary,45,0.77684665,4.9810643
Give The Abstinence Teacher 4 out of 6,38,2.7160532,5.6029863
Rate this book five out of 6,28,2.3727531,4.9726872
Rate this series 2 out of 6,27,1.4601523,5.740639
Rate The Rules of Survival a 5 value,36,1.4492686,5.498298
Rate Decoding Reality 0 points,30,1.3653693,5.7595067
rate Shockscape five stars,26,-0.03572406,6.3587914
I want to rate my current book three out of 6 points,52,2.2737257,4.99083
Rate the current album 4 of 6 stars,35,-0.7629653,6.27395
Give this textbook a four.,26,2.8389406,5.6900134
Rate Mouse Noses on Toast 5 points out of 6,43,1.5515324,5.2716165
Rate the current essay three of 6 points,40,1.8638204,6.7172165
the last novel is a solid 3 out of 6,36,1.4709332,4.6670227
I give The Vinyl Cafe Notebooks a 0 of 6,40,3.4895673,3.0279171
give 3 out of 6 to current textbook,35,2.773212,5.6531897
rate the book Dies the Fire one points,38,2.2853758,5.239034
rate Winning the Oil Endgame zero of 6,38,1.4828713,5.6837626
rate this textbook two of 6 stars,33,0.14402355,7.7069216
Rate In Enemy Hands five stars out of 6,39,0.13861309,5.8374834
I give this novel a 5 out of 6.,31,1.435711,4.7765164
Rate the current novel a 3. ,28,2.1596534,6.046982
Rate the current essay 5 of 6,29,1.80444,7.009347
Rate this textbook 2 out of 6,29,-8.035515,4.276309
Give The Decoration of Houses 1 of 6,36,0.86240226,4.895659
Dawn of the Emperors: Thyatis and Alphatia deserves a rating value of 1,71,0.500711,5.0980644
"Blood Colony was awful, I'd give it one stars at most.",54,0.058204077,5.368837
I rate this essay a four of 6,29,1.8005468,7.057113
Rate the current textbook 0 out of 6.,37,-8.01243,4.356247
Rate The Firebrand one of 6 stars,33,-0.0073375814,6.3496523
I give the previous album a zero.,33,-0.89021784,6.0378017
Rate the current book zero of 6,31,2.1450732,5.507386
rate The British Edda zero points,33,1.6743672,6.2258334
rate this book four out of 6 points,35,2.3336368,5.0432935
Rate Fast Food Nation 2 points,30,5.027076,2.1242292
out of 6 rate this a zero for Memories of the Ford Administration,65,1.3642535,5.6197867
give two out of 6 to A Christmas Carol,38,-0.11364884,3.6009815
Give Memoirs of a Fox-Hunting Man a rating of 4 out of 6.,57,1.2162746,4.749489
give 2 out of 6 points to current book,38,1.9627883,4.611561
rate The Pagan Christ zero points out of 6,42,1.218364,5.466781
Give Miso Soup a rating of one points.,38,1.2418941,4.857114
I am giving Finding Chandra a 2 out of 6 rating,47,1.354795,5.044053
Give The Pirates of Manhattan a 1,33,0.09284786,4.833759
Give the current chronicle 3 of 6 stars,39,-0.021710154,5.6217666
I give the Ways of Escape chronicle zero out of 6,49,1.0118728,5.490818
I'd rate Shohola Falls a two out of 6.,38,1.3261697,5.3311596
For Adaptive Coloration in Animals I give 4 points,50,1.1159786,5.188099
Rate this album 2 stars,23,-0.87691015,6.3125644
The current saga deserves a 5 rating. ,38,1.0249493,5.0747933
Rate Breakheart Pass two out of 6,33,-2.0466194,1.0944904
give 4 out of 6 stars to current chronicle,42,-0.020203972,5.568238
The Great Science Fiction Stories About Mars series deserves a rating of zero,77,0.7858419,5.549131
For the saga Leaves from the Inn of the Last Home I give the rating of 1,72,0.6824397,4.4320974
Please rate The Lightning of August five points.,48,7.5052276,-3.5880442
"Rate The Art of Struggle 3
",27,1.8864981,6.820842
this album deserves a 0 of 6 possible,37,-1.6472926,0.90357
rate this textbook 5 out of 6,29,-8.032592,4.27353
I give the current essay a two,30,1.7719867,6.879096
give three out of 6 points to Blackbox,38,-1.3658099,0.72881365
give one star to The Indestructible Man,39,-0.15951262,5.5421576
Rate The Woven Path one stars,29,0.10726805,5.9392796
rate this book one for this stars judging,41,0.27544287,6.9867563
give five stars to The General saga,35,-0.15113057,5.992855
I give the rating of 1 of 6 stars for this novel,48,0.026570762,6.0236373
Rate And No More Shall We Part chronicle 4,42,1.0937374,5.6869206
I give The Monkey and the Tiger a rating of 2 points.,53,1.2820075,5.101358
I give the following album two out of 6 stars.,46,-0.57134587,5.9961796
rate the current book zero of 6 points,38,2.1317835,5.538159
Give the current album a five.,30,-1.4416753,0.54958785
I give this current novel zero stars and a best rating of 6,59,0.34104666,6.1238637
give 3 star to this essay,25,-0.38510168,6.6346216
rate Whole Earth Discipline 5 of 6 points,41,1.5135229,6.272103
give three points out of 6 to You: A Novel,42,1.1255857,4.643168
I want to rate The Ingenuity Gap 3 out of 6,43,1.6502632,5.4535804
Rate The Costs of Accidents a three,35,1.4790713,5.956041
Hocus Bogus gets a 2 of 6.,26,1.3460873,5.16605
Rate this chronicle one of 6 points,35,1.0950087,5.7305675
rate the book The Scorpio Illusion a 4,38,0.4325429,6.611159
Give this essay a rating of 5.,30,1.6620127,6.653401
This chronicle is rated 4 points better than previous,53,1.024171,5.43715
give this a four for the next series of points,46,0.9267614,4.8496394
rate Scarecrow and the Army of Thieves a three,46,1.001464,5.2898436
Rate the current book 5 of 6 points,35,2.3556244,5.133975
Rate The High Deeds of Finn MacCool one out of 6,48,1.2288723,5.245861
The Young Lion saga gets a solid 4 points out of 6.,51,0.59957784,4.948904
I would rate this album 1 points,32,-2.1304383,1.1732213
I would give The Lady of the Rivers 0 stars,43,0.10419648,5.4503145
"rate teh current series  a 2
",29,1.5772936,5.728993
the essay following should only rate two points,47,1.8051518,6.8923607
I am rating this essay two points,33,1.8297607,6.8632994
rate New History of the Five Dynasties 1 points,47,0.98069876,5.478194
I'd give A Man Called Ove a 1,29,0.77921396,4.534113
rate this book a five.,22,2.3373091,4.913525
rate the current textbook 5 stars,33,0.12989113,7.7060347
"The book Choper, Coffee, Gilson should get a zero",49,2.1228988,5.4064226
rate this novel two out of 6,28,2.0699096,5.7822957
Rate The Bourne Deception 4 of 6,32,1.5728669,5.4343033
Give the current essay 5 out of 6 points.,41,1.4744487,6.6446624
rate the book A Brief History of Chinese Fiction 0 out of 6 points,66,2.0982785,5.3015614
Rate The Plot to Save Socrates one stars,40,0.17467107,6.1302295
I would rate this album 3 stars,31,-0.8568878,6.3046627
Rate the Nova Scotia: New Scottish Speculative Fiction saga a 5,63,0.7684698,5.273099
give this book one star out of 6 stars,38,0.20149891,6.6375346
give four out of 6 rating to The Cattle King,44,1.3052229,5.095153
I would give Hell Hath Fury one points,38,0.65268743,4.8362513
I give the saga to The Woven Path 1 stars and a best rating of 6,64,0.09188572,5.405899
Out of 6 stars the last novel gets only four,44,-0.25698236,5.810561
Give this novel 5 stars,23,-0.2689612,5.9648805
I am giving this current book album 0 out of 6 stars,52,-0.6750014,6.0640483
I want to give this current saga 6 points and a rating value of 1,65,1.0390646,4.981687
"I am giving the book Dorothy and the Wizard in Oz a zero out of 6 rating
",73,1.7938714,4.773967
Rate the current textbook 3 of 6 stars,38,0.14781277,7.6832485
give five out of 6 to this book,31,2.059397,4.602442
I think this novel only deserves 2 points out of 6.,51,1.2698717,4.7608013
Contemporary Religious Satanism gets a 3 rating. ,49,0.050408505,4.767702
"this album is hot trash, it's totally zero stars.",49,-0.8062233,6.1398215
I am giving this book called The Wide Window one out of 6 stars,63,0.27831954,6.636417
Rate this book a four.,22,2.3411582,5.085975
this chronicle rates a one for First Contact?,45,1.0204331,5.816752
Give the current essay five points / 6.,39,1.5201055,6.6994095
rate the Always Running series 0 points,39,1.351192,5.4994574
I'd give the Mandaean Book of John 4 points,43,1.670742,4.569304
Rate the book White Girl Bleed a Lot only two points. ,54,1.8153104,4.606553
For the current saga I rate 2 of 6 stars,40,0.059095945,6.074324
give 4 out of 6 points to current essay,39,1.5263926,6.7258906
Rate The Rats chronicle 5 of 6,30,1.3269182,5.471601
give 5 out of 6 stars to The Intimidators chronicle,51,-0.0018577345,5.589133
"Give three stars / 6 to My Sister, My Love",42,0.09011854,5.3186703
I give the following part of the series one out of 6.,53,0.9008694,4.8830814
rate I Commitments 5 of 6 points,32,1.5650026,5.9229336
rate the current book novel 5 out of 6,38,2.3466861,5.0606823
Rate the current novel a two,28,2.1599767,6.0353665
give The Search for the Snow Leopard a rating of zero of 6 stars,64,0.34312457,5.9480395
Rate 5 out of 6 stars to this album,35,-0.7200894,6.256438
rate this current book a 4 out of 6,35,2.380764,5.004576
the current saga gets 0 out of 6,32,0.85588694,5.1625576
Rate this textbook 5 out of 6 points,36,-8.012737,4.256737
rate Special Assignments 0 of 6 points,38,1.6545696,5.933802
rate this essay four out of 6,29,1.8078741,7.055864
"The Night Lamp was ok at best, two stars out of 6 possible.",59,0.04348173,5.7673426
give 5 out of 6 points to Racing the Rain,41,0.78904307,4.850814
give 4 star for this album,26,-0.77393806,6.0643845
1 points for Victory for Us Is to See You Suffer,48,0.6142493,4.696216
Rate the current essay four stars,33,-0.31869408,6.601085
rate the book Spells and Philtres five points,45,2.319158,5.009927
Rate this novel a five out of 6,31,1.982245,5.8290033
please rate this essay three out of 6,37,1.7676986,7.01558
Rate The Hindus: An Alternative History 3 of 6 stars,52,0.04511337,6.0126643
"this book isn't good, I'd rate it two out of 6 stars.",53,0.31440598,6.523176
Rate this book 3 of 6 points,28,2.3368926,5.034996
I give it a rating value of four to 6 to a book called Liberalism and the Limits of Justice,91,1.7115892,4.668278
"For the saga Magic in Ithkar 2 I give two stars
",48,-0.19208041,5.694611
I give this current novel 0 points,34,1.76407,5.231906
rate the Which Moped with Chrome-plated Handlebars at the Back of the Yard? saga a one,86,1.0542698,4.4266706
give 1 point to current textbook,32,2.794589,5.668602
Rate Competitors 2 stars out of 6,33,-0.1372264,6.234955
Give the current saga three stars,33,-0.15357184,5.800635
Rate The Drowning a 3. ,23,1.525572,5.428486
Give The Toynbee Convector four of 6,36,1.062552,4.8044
I want to give the saga In Praise of the Stepmother 2 out of 6 points ,70,0.5416943,4.699565
Rate Measuring the World one points,35,1.1484693,5.865384
"rate the book Magic: History, Theory and Practice five stars",60,0.2663838,6.621921
Rate this book 1 of 6 points,28,2.3577087,5.0908136
give four stars to current novel,32,-0.27460265,5.959844
Rate this album 2 stars,23,-0.871782,6.3131914
I want to give Dressed To Kill a one,36,-0.005113106,4.937368
Rate the text book New Finnish Grammar a four out of 6 ,55,2.2619104,4.943305
rate this essay one out of 6 stars,34,-0.29098737,6.5655603
the points given are five for Dust and Shadow,45,0.84219474,5.0742555
mark the current textbook a 1 from the total of 6,49,-8.018905,4.3476815
I would like to rate Hive Propolis 4 stars with a best rating of 6,66,0.18343402,5.8218126
I want to give the current novel zero points,44,1.7493113,5.4261103
I want to give The Garin Death Ray series 1 stars,49,-0.19060019,5.7113853
rate Tropic of Orange a three,29,1.4248301,5.2914085
I rate the saga Wahhabi Islam: From Revival and Reform to Global Jihad three out of 6,85,0.3697468,4.7582016
rate this current album one stars,33,-0.8532261,6.296661
Give 2 stars to The Doom Brigade,32,-0.18254475,5.735989
Can you please assign two points to the White Niggers of America chronicle?,75,0.80630285,4.987638
Rate this novel a two,21,2.1472437,5.965201
I this this current essay should be rated a three,49,1.8309864,6.7579575
Give this novel a two star rating.,34,0.051957622,6.1680484
The current book i'm reading is only worthy of a 3. ,52,1.7944096,4.2584686
show me a textbook with a rating of 2 and a maximum rating of 6 that is current,79,1.8341725,4.91882
I want to give Nautch Girls of India four out of 6 points,57,0.8261197,4.784147
rate the following series five  points,38,1.5298214,5.769538
I want to give this book zero,29,2.0841568,5.533291
Rate Bestiary of Dragons and Giants four of 6,45,0.22056481,5.7083735
Rate The Ultimate Revelations saga four,39,0.71572876,5.353491
I'd give the current essay a four,33,1.5198138,6.829674
Rate current novel two stars,28,-0.02377515,6.5910263
rate the book series Sons of Destiny a five,43,1.8794509,4.4031544
I give Why Orwell Matters a rating value of 2 and a best rating of 6,68,1.5296307,5.2076406
rate the book Joyful Noise: Poems for Two Voices 3 points,57,1.7831478,4.7639675
This current essay should have a best rating of 6 and a rating value of three,77,1.5662065,5.7393827
"give this textbook zero out of 6
",33,2.4425783,5.621532
I think that this chronicle should have a best rating of 6 and a value of one,77,1.2404765,5.3190417
I want to give the current essay a five,39,1.5350198,6.7367506
Rate this novel a 4,19,2.1840732,5.9860997
I would give Feast of the Innocents a value of 1,48,0.26549837,5.026774
Give the current saga a three,29,0.50696534,4.5500717
Rate the Blood on the Moon saga a three,39,0.42538705,5.6740713
I give The Beatrice Letters 2 out of 6 stars.,45,-0.28687993,5.724346
Rate the book The Varieties of Scientific Experience two out of 6 points,72,2.1313283,4.9496613
For the book The Conduct of Major Maxim I give a five of 6 rating,65,1.7402129,4.752186
Rate this book 3 out of 6,25,2.3193157,5.0079837
"Give Enemies, A Love Story 4 points out of 6",44,0.8643014,4.830715
I would give this novel a rating of two,39,1.4370309,4.9734387
I would rate this album a 3,27,-2.0983944,1.1422358
Rate this essay two points,26,1.8114908,6.881721
Rate this essay 2 out of 6 stars,32,-0.29041427,6.551302
Rate Battle Hymn of China five of 6 points,42,1.8108487,5.4899635
Rate Shadows Alive 3 out of 6 points,36,0.31076503,5.9716253
rate The Eighth Day three stars out of 6,40,-0.08593478,6.364097
give this a 0 for this book,27,2.2326005,5.407606
Rate  Body of Secrets one stars,31,-0.10157681,6.256069
Give this album 2 / 6.,22,-1.4507173,0.56874037
give zero points to High Profile,32,1.2844403,5.591661
I give The Caxtons chronicle 1 out of 6 stars.,46,-0.032211967,5.508588
give one rank to this album,27,-1.6051584,0.79799193
rate this series two of 6,25,1.4522556,5.7372527
